iso3,year,gdp_pc_ppp,gini,agri_empl
TUN,2017,12955.4014814241,,14.8123059811112
TUN,2018,13163.1952230357,,14.2906992312969
TUN,2019,13243.9024233246,,13.7052873898603
TUR,2015,25984.8027306177,42.9,20.5502429665069
TUR,2016,26489.6436816046,41.9,19.6510699696138
TUR,2017,28194.688309381,43.5,19.5336685744718
TUR,2018,28780.3036458151,42.4,18.5875285525291
TUR,2019,28741.0535082701,43.8,18.2798017789929
TUV,2015,4277.7146690273,,
TUV,2016,4495.57215692486,,
TUV,2017,4668.54376684727,,
TUV,2018,4785.23289965077,,
TUV,2019,5515.89953720794,,
TZA,2015,3111.44458007813,,66.4279036113045
TZA,2016,3214.24682617188,,65.9819389643126
TZA,2017,3318.28833007813,,65.5740614570075
TZA,2018,3392.68872070313,40.5,65.1436788643543
TZA,2019,3484.63256835938,,64.6845484878054
UGA,2015,2520.0201028843,,71.7568690258536
UGA,2016,2554.22769062073,42.8,71.6224247097463
UGA,2017,2543.84754394956,,71.4913397378003
UGA,2018,2613.87976413963,,66.7602819993876
UGA,2019,2689.41009144919,42.7,61.3604268185351
UKR,2015,15403.7099609375,25.5,14.8536221190806
UKR,2016,15856.8125,25.0,15.1913515069828
UKR,2017,16310.3603515625,26.0,15.0029523151209
UKR,2018,16978.984375,26.1,14.9050893936788
UKR,2019,17636.5546875,26.6,13.9078605168498
URY,2015,28941.6184540581,40.1,9.63788663994003
URY,2016,29332.5561568815,39.7,8.9884142591025
URY,2017,29762.4220666605,39.5,9.54741034047347
URY,2018,29757.9276055415,39.7,9.12915143205363
URY,2019,30010.5628834294,39.7,8.93794885483685
USA,2015,64367.7188912582,41.5,1.89654672691753
USA,2016,65025.9855980616,41.3,1.89639178595969
USA,2017,66164.0320014289,41.4,1.88251210793922
USA,2018,67728.4424921024,41.8,1.8191184184211
USA,2019,69121.4580016741,41.9,1.78830473970119
UZB,2015,7792.23605983713,,27.5816950924486
UZB,2016,8172.9216949615,,27.4220937139458
UZB,2017,8413.29975299494,,27.1539848581967
UZB,2018,8742.5491991216,,26.6493914736113
UZB,2019,9169.01147508351,,26.1766052839745
VCT,2015,14508.8609465459,,11.4868078360322
VCT,2016,15197.7482513352,,11.2022969795623
VCT,2017,15533.2212821544,,10.930642899154
VCT,2018,16139.0661084965,,10.6564982235398
VCT,2019,16365.3255785124,,10.4024556616644
VEN,2015,,,6.44996892704785
VEN,2016,,,6.05440848477047
VEN,2017,,,8.08683421779959
VEN,2018,,,8.79253921551871
VEN,2019,,,9.17974471433885
VIR,2015,42739.0835022993,,2.05043544836826
VIR,2016,43502.4336941564,,1.98842740155936
VIR,2017,43277.1546523522,,1.93465916074633
VIR,2018,44205.4071324394,,1.87168668181326
VIR,2019,45632.6364715693,,1.8080545915838
VNM,2015,9248.02396069622,,44.0184515218041
VNM,2016,9743.1882231455,35.3,41.8649072066788
VNM,2017,10290.5487142244,,40.1554391261382
VNM,2018,10936.8937859558,35.7,37.7241139171479
VNM,2019,11628.6139147451,,34.5351601063592
VUT,2015,3825.81231400229,,50.2711867976789
VUT,2016,3877.08354643548,,48.2954426838688
VUT,2017,3947.67824193203,,46.2302777145929
VUT,2018,3951.18453122592,,44.6093989966213
VUT,2019,3986.65620021472,32.3,42.9179460675524
WLD,2015,17870.9797405245,,28.537576574815
WLD,2016,18234.0187668301,,28.0127060099184
WLD,2017,18714.5736777743,,27.4501841952462
WLD,2018,19189.4922263446,,26.809842056786
WLD,2019,19551.0853720052,,26.2795254151894
WSM,2015,6433.1839621351,,31.2291292062677
WSM,2016,6888.18769751001,,30.3658966390055
WSM,2017,6919.90225366914,,29.9269839748199
WSM,2018,6805.91709392797,,29.6770610431402
WSM,2019,7034.42233036815,,29.1916719750562
XKX,2015,9824.99105955319,26.5,
XKX,2016,10434.8888259268,26.7,
XKX,2017,10856.2902074239,44.2,
XKX,2018,11188.2244627966,44.6,
XKX,2019,11774.1178510908,40.2,
YEM,2015,,,30.451833050025
YEM,2016,,,30.8434607663828
YEM,2017,,,30.9956881917899
YEM,2018,,,30.6860751843797
YEM,2019,,,30.371850284259
ZAF,2015,14541.6748613669,,5.5724566442542
ZAF,2016,14501.2807823402,,5.52264523635051
ZAF,2017,14573.5980840004,,5.23662697685135
ZAF,2018,14553.5615668957,,5.12277019543145
ZAF,2019,14352.6698709871,,5.2454668193233
ZMB,2015,3576.92544834125,55.8,61.316461117631
ZMB,2016,3598.17166023389,,61.0880969604029
ZMB,2017,3612.50597664593,,60.8662845630868
ZMB,2018,3646.95966481655,,59.7734566241489
ZMB,2019,3591.56418883108,,57.3663003656749
ZWE,2015,5102.73642537223,,63.7412363958867
ZWE,2016,5070.42413209981,,63.721476169272
ZWE,2017,5234.4065377844,44.3,63.0285807508729
ZWE,2018,5415.49322028193,,62.4346505297396
ZWE,2019,4993.86546928208,50.3,62.3979720066303
